experimentID,EncodingMethod,uiLogName,variationPercentage,percentageMotifsOverLog,motifLength,windowSize,windowSizeMatch,motifsToBeDiscovered,motifsDiscovered,numberOfOccurrancesToBeDiscovered,OccurancesDiscovered/TP,topMotifsT,DiscoveryPercentage,alignmentAccuracy,Precision,Recall,F1-Score,ExecutionTime,executionTimeEncoding,executionTimeDistanceMeasure,motifSpots,discoveredSpots,DiscoveryLoops
72.3,HierarchyAware,LenLog_1_10_1_15_25_10_3750.csv,10,10.0,25,20,-5,1,1,15,14,20,93.33333333333333,0.6571428571428571,0.7,0.9333333333333333,0.8,5.90343451499939,3.755563974380493,3.755563974380493,"[3696, 3048, 2579, 2440, 2246, 2072, 1882, 1708, 1654, 1627, 1540, 499, 355, 286, 193]","[187, 358, 1541, 2241, 2440, 1702, 3699, 2574, 505, 1657, 2067, 1882, 1632, 286]",2
72.4,HierarchyAware,LenLog_1_10_1_15_25_10_3750.csv,10,10.0,25,25,0,1,1,15,14,20,93.33333333333333,0.9226190476190476,0.7,0.9333333333333333,0.8,7.196238994598389,3.755563974380493,3.755563974380493,"[3696, 3048, 2579, 2440, 2246, 2072, 1882, 1708, 1654, 1627, 1540, 499, 355, 286, 193]","[181, 355, 1540, 2246, 2440, 1708, 3696, 2579, 499, 1654, 2072, 1882, 1628, 286]",2
72.5,HierarchyAware,LenLog_1_10_1_15_25_10_3750.csv,10,10.0,25,30,5,1,1,15,14,20,93.33333333333333,0.7095238095238096,0.7,0.9333333333333333,0.8,6.817596673965454,3.755563974380493,3.755563974380493,"[3696, 3048, 2579, 2440, 2246, 2072, 1882, 1708, 1654, 1627, 1540, 499, 355, 286, 193]","[188, 352, 1537, 2243, 2437, 1703, 3709, 2576, 512, 1653, 2069, 1880, 1625, 284]",2
73.0,HierarchyAware,LenLog_1_1_15_25_10_3750.csv,0,10.0,25,5,-20,1,1,15,4,10,26.666666666666668,1.0,0.4,0.26666666666666666,0.32,2.9318723678588867,2.347313642501831,2.347313642501831,"[3549, 3069, 2976, 2758, 2552, 2525, 2478, 2308, 2061, 1727, 1521, 1338, 555, 285, 182]","[285, 1521, 182, 1338]",1
73.1,HierarchyAware,LenLog_1_1_15_25_10_3750.csv,0,10.0,25,10,-15,1,1,15,7,10,46.666666666666664,1.0,0.7,0.4666666666666667,0.56,3.656125545501709,2.347313642501831,2.347313642501831,"[3549, 3069, 2976, 2758, 2552, 2525, 2478, 2308, 2061, 1727, 1521, 1338, 555, 285, 182]","[285, 2308, 2478, 1521, 182, 1338, 1727]",1
73.2,HierarchyAware,LenLog_1_1_15_25_10_3750.csv,0,10.0,25,15,-10,1,1,15,14,20,93.33333333333333,0.8979591836734695,0.7,0.9333333333333333,0.8,4.880298376083374,2.347313642501831,2.347313642501831,"[3549, 3069, 2976, 2758, 2552, 2525, 2478, 2308, 2061, 1727, 1521, 1338, 555, 285, 182]","[2976, 3548, 2525, 285, 2308, 2758, 2065, 2478, 1521, 181, 2552, 1334, 3069, 1727]",2
73.3,HierarchyAware,LenLog_1_1_15_25_10_3750.csv,0,10.0,25,20,-5,1,1,15,13,20,86.66666666666667,0.9692307692307692,0.65,0.8666666666666667,0.7428571428571429,5.20777440071106,2.347313642501831,2.347313642501831,"[3549, 3069, 2976, 2758, 2552, 2525, 2478, 2308, 2061, 1727, 1521, 1338, 555, 285, 182]","[2976, 2525, 284, 2308, 2758, 2061, 2478, 1521, 179, 2552, 1338, 3069, 1727]",2
73.4,HierarchyAware,LenLog_1_1_15_25_10_3750.csv,0,10.0,25,25,0,1,1,15,14,20,93.33333333333333,0.6488095238095237,0.7,0.9333333333333333,0.8,5.185620307922363,2.347313642501831,2.347313642501831,"[3549, 3069, 2976, 2758, 2552, 2525, 2478, 2308, 2061, 1727, 1521, 1338, 555, 285, 182]","[2964, 3537, 2525, 285, 2308, 2758, 2061, 2478, 1516, 176, 2564, 1338, 3069, 1715]",2
73.5,HierarchyAware,LenLog_1_1_15_25_10_3750.csv,0,10.0,25,30,5,1,1,15,14,20,93.33333333333333,0.6142857142857142,0.7,0.9333333333333333,0.8,5.26718282699585,2.347313642501831,2.347313642501831,"[3549, 3069, 2976, 2758, 2552, 2525, 2478, 2308, 2061, 1727, 1521, 1338, 555, 285, 182]","[2973, 2524, 280, 2308, 2755, 554, 2049, 2473, 1507, 171, 2538, 1328, 3068, 1726]",2
74.0,HierarchyAware,LenLog_1_20_1_15_25_10_3750.csv,20,10.0,25,5,-20,1,1,15,0,10,0.0,0.0,0.0,0.0,0.0,4.804253578186035,4.0053369998931885,4.0053369998931885,"[3929, 3822, 3719, 3143, 2613, 2556, 2388, 1912, 1779, 1579, 1083, 997, 971, 942, 160]",[],1
74.1,HierarchyAware,LenLog_1_20_1_15_25_10_3750.csv,20,10.0,25,10,-15,1,1,15,0,10,0.0,0.0,0.0,0.0,0.0,5.266583442687988,4.0053369998931885,4.0053369998931885,"[3929, 3822, 3719, 3143, 2613, 2556, 2388, 1912, 1779, 1579, 1083, 997, 971, 942, 160]",[],1
74.2,HierarchyAware,LenLog_1_20_1_15_25_10_3750.csv,20,10.0,25,15,-10,1,1,15,0,10,0.0,0.0,0.0,0.0,0.0,6.200902223587036,4.0053369998931885,4.0053369998931885,"[3929, 3822, 3719, 3143, 2613, 2556, 2388, 1912, 1779, 1579, 1083, 997, 971, 942, 160]",[],1
74.3,HierarchyAware,LenLog_1_20_1_15_25_10_3750.csv,20,10.0,25,20,-5,1,1,15,0,10,0.0,0.0,0.0,0.0,0.0,6.538560390472412,4.0053369998931885,4.0053369998931885,"[3929, 3822, 3719, 3143, 2613, 2556, 2388, 1912, 1779, 1579, 1083, 997, 971, 942, 160]",[],1
74.4,HierarchyAware,LenLog_1_20_1_15_25_10_3750.csv,20,10.0,25,25,0,1,1,15,2,10,13.333333333333334,1.0,0.2,0.13333333333333333,0.16,7.018198728561401,4.0053369998931885,4.0053369998931885,"[3929, 3822, 3719, 3143, 2613, 2556, 2388, 1912, 1779, 1579, 1083, 997, 971, 942, 160]","[1579, 2388]",1
74.5,HierarchyAware,LenLog_1_20_1_15_25_10_3750.csv,20,10.0,25,30,5,1,1,15,2,10,13.333333333333334,0.30000000000000004,0.2,0.13333333333333333,0.16,7.775827884674072,4.0053369998931885,4.0053369998931885,"[3929, 3822, 3719, 3143, 2613, 2556, 2388, 1912, 1779, 1579, 1083, 997, 971, 942, 160]","[1569, 1768]",1
75.0,HierarchyAware,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,5,-5,1,1,10,1,10,10.0,1.0,0.1,0.1,0.10000000000000002,4.545502662658691,4.097490549087524,4.097490549087524,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[166],1
75.1,HierarchyAware,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,10,0,1,1,10,8,20,80.0,1.0,0.4,0.8,0.5333333333333333,6.000955104827881,4.097490549087524,4.097490549087524,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[1668, 166, 1618, 307, 3039, 3741, 3454, 2495]",2
75.2,HierarchyAware,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,15,5,1,1,10,0,10,0.0,0.0,0.0,0.0,0.0,6.76493239402771,4.097490549087524,4.097490549087524,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[],1
75.3,HierarchyAware,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,20,10,1,1,10,1,10,10.0,0.30000000000000004,0.1,0.1,0.10000000000000002,6.963846445083618,4.097490549087524,4.097490549087524,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[3461],1
75.4,HierarchyAware,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,25,15,1,1,10,0,10,0.0,0.0,0.0,0.0,0.0,7.421639919281006,4.097490549087524,4.097490549087524,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[],1
75.5,HierarchyAware,LenLog_1_10_1_10_10_2-5_4000.csv,10,2.5,10,30,20,1,1,10,0,10,0.0,0.0,0.0,0.0,0.0,7.768047571182251,4.097490549087524,4.097490549087524,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]",[],1
76.0,HierarchyAware,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,5,-15,1,1,10,2,10,20.0,1.0,0.2,0.2,0.20000000000000004,6.897928476333618,6.121382713317871,6.121382713317871,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[3853, 2486]",1
76.1,HierarchyAware,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,10,-10,1,1,10,7,10,70.0,0.6857142857142857,0.7,0.7,0.7,8.010518789291382,6.121382713317871,6.121382713317871,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1444, 2562, 1338, 2793, 3853, 2485, 1918]",1
76.2,HierarchyAware,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,15,-5,1,1,10,10,20,100.0,0.6142857142857142,0.5,1.0,0.6666666666666666,8.273014783859253,6.121382713317871,6.121382713317871,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1436, 2562, 1865, 484, 1333, 2793, 3857, 2486, 1918, 3585]",2
76.3,HierarchyAware,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,20,0,1,1,10,9,20,90.0,0.9555555555555555,0.45,0.9,0.6,8.913448810577393,6.121382713317871,6.121382713317871,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1440, 2562, 1862, 1337, 2793, 3853, 2486, 1915, 3580]",2
76.4,HierarchyAware,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,25,5,1,1,10,8,20,80.0,0.8541666666666666,0.4,0.8,0.5333333333333333,9.726792573928833,6.121382713317871,6.121382713317871,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1436, 2562, 1861, 1333, 2793, 3854, 2483, 1914]",2
76.5,HierarchyAware,LenLog_1_10_1_10_20_5_4000.csv,10,5.0,20,30,10,1,1,10,8,20,80.0,0.7083333333333335,0.4,0.8,0.5333333333333333,10.173768520355225,6.121382713317871,6.121382713317871,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[1436, 2556, 1856, 1333, 2787, 3849, 2483, 1909]",2
77.0,HierarchyAware,LenLog_1_10_1_20_10_5_4000.csv,10,5.0,10,5,-5,1,1,20,15,20,75.0,0.6,0.75,0.75,0.75,5.666730165481567,4.963953733444214,4.963953733444214,"[3989, 3895, 3801, 3519, 3258, 3099, 2692, 2662, 2623, 2596, 2386, 2159, 2119, 2057, 1829, 1750, 1542, 663, 642, 511]","[642, 1542, 2058, 3991, 663, 3101, 1831, 3897, 2623, 3520, 2120, 2386, 1750, 2662, 512]",2
77.1,HierarchyAware,LenLog_1_10_1_20_10_5_4000.csv,10,5.0,10,10,0,1,1,20,18,30,90.0,0.911111111111111,0.6,0.9,0.7200000000000001,6.560095548629761,4.963953733444214,4.963953733444214,"[3989, 3895, 3801, 3519, 3258, 3099, 2692, 2662, 2623, 2596, 2386, 2159, 2119, 2057, 1829, 1750, 1542, 663, 642, 511]","[642, 1542, 2053, 3989, 663, 3099, 2595, 1828, 3895, 3258, 2622, 2119, 2386, 1750, 3801, 2662, 2159, 510]",3
77.2,HierarchyAware,LenLog_1_10_1_20_10_5_4000.csv,10,5.0,10,15,5,1,1,20,7,10,35.0,0.24489795918367344,0.7,0.35,0.4666666666666667,7.639047861099243,4.963953733444214,4.963953733444214,"[3989, 3895, 3801, 3519, 3258, 3099, 2692, 2662, 2623, 2596, 2386, 2159, 2119, 2057, 1829, 1750, 1542, 663, 642, 511]","[1537, 2052, 3984, 1824, 3265, 1745, 3796]",1
77.3,HierarchyAware,LenLog_1_10_1_20_10_5_4000.csv,10,5.0,10,20,10,1,1,20,4,10,20.0,0.35,0.4,0.2,0.26666666666666666,7.754428863525391,4.963953733444214,4.963953733444214,"[3989, 3895, 3801, 3519, 3258, 3099, 2692, 2662, 2623, 2596, 2386, 2159, 2119, 2057, 1829, 1750, 1542, 663, 642, 511]","[3980, 2630, 3518, 3792]",1
77.4,HierarchyAware,LenLog_1_10_1_20_10_5_4000.csv,10,5.0,10,25,15,1,1,20,1,10,5.0,0.8333333333333334,0.1,0.05,0.06666666666666667,8.208109378814697,4.963953733444214,4.963953733444214,"[3989, 3895, 3801, 3519, 3258, 3099, 2692, 2662, 2623, 2596, 2386, 2159, 2119, 2057, 1829, 1750, 1542, 663, 642, 511]",[3521],1
77.5,HierarchyAware,LenLog_1_10_1_20_10_5_4000.csv,10,5.0,10,30,20,1,1,20,3,10,15.0,0.8666666666666667,0.3,0.15,0.2,8.751128196716309,4.963953733444214,4.963953733444214,"[3989, 3895, 3801, 3519, 3258, 3099, 2692, 2662, 2623, 2596, 2386, 2159, 2119, 2057, 1829, 1750, 1542, 663, 642, 511]","[2621, 3521, 509]",1
78.0,HierarchyAware,LenLog_1_10_1_20_20_10_4000.csv,10,10.0,20,5,-15,1,1,20,4,10,20.0,1.0,0.4,0.2,0.26666666666666666,5.1942102909088135,4.66392707824707,4.66392707824707,"[3690, 3321, 3129, 2967, 2864, 2810, 2612, 2523, 2385, 2151, 1972, 1948, 1735, 1617, 1358, 1086, 909, 472, 288, 45]","[1358, 2385, 1617, 2523]",1
78.1,HierarchyAware,LenLog_1_10_1_20_20_10_4000.csv,10,10.0,20,10,-10,1,1,20,6,10,30.0,1.0,0.6,0.3,0.4,6.059832811355591,4.66392707824707,4.66392707824707,"[3690, 3321, 3129, 2967, 2864, 2810, 2612, 2523, 2385, 2151, 1972, 1948, 1735, 1617, 1358, 1086, 909, 472, 288, 45]","[909, 2967, 2864, 2612, 1086, 2523]",1
78.2,HierarchyAware,LenLog_1_10_1_20_20_10_4000.csv,10,10.0,20,15,-5,1,1,20,20,30,100.0,0.7,0.6666666666666666,1.0,0.8,7.076365232467651,4.66392707824707,4.66392707824707,"[3690, 3321, 3129, 2967, 2864, 2810, 2612, 2523, 2385, 2151, 1972, 1948, 1735, 1617, 1358, 1086, 909, 472, 288, 45]","[911, 2969, 1948, 285, 48, 2864, 2612, 1969, 3126, 1083, 1738, 1358, 2383, 1620, 469, 2520, 2148, 3690, 3318, 2807]",3
78.3,HierarchyAware,LenLog_1_10_1_20_20_10_4000.csv,10,10.0,20,20,0,1,1,20,20,30,100.0,0.925,0.6666666666666666,1.0,0.8,7.170182228088379,4.66392707824707,4.66392707824707,"[3690, 3321, 3129, 2967, 2864, 2810, 2612, 2523, 2385, 2151, 1972, 1948, 1735, 1617, 1358, 1086, 909, 472, 288, 45]","[908, 2967, 1948, 288, 44, 2864, 2609, 1972, 3128, 1085, 1734, 1357, 2382, 1616, 472, 2522, 2151, 3689, 3321, 2810]",3
78.4,HierarchyAware,LenLog_1_10_1_20_20_10_4000.csv,10,10.0,20,25,5,1,1,20,20,30,100.0,0.7458333333333333,0.6666666666666666,1.0,0.8,8.114706039428711,4.66392707824707,4.66392707824707,"[3690, 3321, 3129, 2967, 2864, 2810, 2612, 2523, 2385, 2151, 1972, 1948, 1735, 1617, 1358, 1086, 909, 472, 288, 45]","[908, 2964, 1947, 283, 41, 2860, 2609, 1969, 3125, 1083, 1732, 1357, 2382, 1614, 468, 2519, 2148, 3689, 3317, 2806]",3
78.5,HierarchyAware,LenLog_1_10_1_20_20_10_4000.csv,10,10.0,20,30,10,1,1,20,20,30,100.0,0.57,0.6666666666666666,1.0,0.8,8.596998691558838,4.66392707824707,4.66392707824707,"[3690, 3321, 3129, 2967, 2864, 2810, 2612, 2523, 2385, 2151, 1972, 1948, 1735, 1617, 1358, 1086, 909, 472, 288, 45]","[901, 2959, 1943, 283, 39, 2856, 2606, 1966, 3120, 1078, 1729, 1356, 2376, 1615, 463, 2514, 2146, 3685, 3312, 2806]",3
79.0,HierarchyAware,LenLog_1_10_1_20_5_2-5_4000.csv,10,2.5,5,5,0,1,1,20,19,30,95.0,1.0,0.6333333333333333,0.95,0.7599999999999999,5.7294933795928955,5.0987067222595215,5.0987067222595215,"[3975, 3948, 3937, 3781, 3582, 3169, 2731, 2684, 2200, 2096, 1675, 1581, 1414, 1340, 1205, 1131, 1026, 734, 709, 548]","[1026, 1414, 3975, 1675, 2200, 548, 2731, 1581, 2096, 1205, 1340, 3781, 709, 734, 3937, 1131, 3948, 2684, 3582]",3
79.1,HierarchyAware,LenLog_1_10_1_20_5_2-5_4000.csv,10,2.5,5,10,5,1,1,20,3,10,15.0,0.0,0.3,0.15,0.2,6.033240079879761,5.0987067222595215,5.0987067222595215,"[3975, 3948, 3937, 3781, 3582, 3169, 2731, 2684, 2200, 2096, 1675, 1581, 1414, 1340, 1205, 1131, 1026, 734, 709, 548]","[1409, 1670, 2195]",1
79.2,HierarchyAware,LenLog_1_10_1_20_5_2-5_4000.csv,10,2.5,5,15,10,1,1,20,0,10,0.0,0.0,0.0,0.0,0.0,7.001157999038696,5.0987067222595215,5.0987067222595215,"[3975, 3948, 3937, 3781, 3582, 3169, 2731, 2684, 2200, 2096, 1675, 1581, 1414, 1340, 1205, 1131, 1026, 734, 709, 548]",[],1
79.3,HierarchyAware,LenLog_1_10_1_20_5_2-5_4000.csv,10,2.5,5,20,15,1,1,20,2,10,10.0,0.2,0.2,0.1,0.13333333333333333,8.287675619125366,5.0987067222595215,5.0987067222595215,"[3975, 3948, 3937, 3781, 3582, 3169, 2731, 2684, 2200, 2096, 1675, 1581, 1414, 1340, 1205, 1131, 1026, 734, 709, 548]","[2103, 1214]",1
79.4,HierarchyAware,LenLog_1_10_1_20_5_2-5_4000.csv,10,2.5,5,25,20,1,1,20,0,10,0.0,0.0,0.0,0.0,0.0,7.690316677093506,5.0987067222595215,5.0987067222595215,"[3975, 3948, 3937, 3781, 3582, 3169, 2731, 2684, 2200, 2096, 1675, 1581, 1414, 1340, 1205, 1131, 1026, 734, 709, 548]",[],1
79.5,HierarchyAware,LenLog_1_10_1_20_5_2-5_4000.csv,10,2.5,5,30,25,1,1,20,1,10,5.0,0.6666666666666667,0.1,0.05,0.06666666666666667,8.180059909820557,5.0987067222595215,5.0987067222595215,"[3975, 3948, 3937, 3781, 3582, 3169, 2731, 2684, 2200, 2096, 1675, 1581, 1414, 1340, 1205, 1131, 1026, 734, 709, 548]",[2736],1
80.0,HierarchyAware,LenLog_1_1_10_10_2-5_4000.csv,0,2.5,10,5,-5,1,1,10,10,20,100.0,1.0,0.5,1.0,0.6666666666666666,2.0263559818267822,1.331803321838379,1.331803321838379,"[3610, 3427, 3144, 3041, 2864, 2738, 2481, 2428, 167, 52]","[3041, 3427, 167, 3144, 2864, 2481, 2738, 52, 3610, 2428]",2
80.1,HierarchyAware,LenLog_1_1_10_10_2-5_4000.csv,0,2.5,10,10,0,1,1,10,10,20,100.0,1.0,0.5,1.0,0.6666666666666666,2.56727933883667,1.331803321838379,1.331803321838379,"[3610, 3427, 3144, 3041, 2864, 2738, 2481, 2428, 167, 52]","[3041, 3427, 167, 3144, 2864, 2481, 2738, 52, 3610, 2428]",2
80.2,HierarchyAware,LenLog_1_1_10_10_2-5_4000.csv,0,2.5,10,15,5,1,1,10,10,20,100.0,0.4999999999999999,0.5,1.0,0.6666666666666666,3.483586311340332,1.331803321838379,1.331803321838379,"[3610, 3427, 3144, 3041, 2864, 2738, 2481, 2428, 167, 52]","[3036, 3424, 165, 3139, 2864, 2476, 2733, 50, 3607, 2423]",2
80.3,HierarchyAware,LenLog_1_1_10_10_2-5_4000.csv,0,2.5,10,20,10,1,1,10,9,20,90.0,0.2555555555555556,0.45,0.9,0.6,4.55642557144165,1.331803321838379,1.331803321838379,"[3610, 3427, 3144, 3041, 2864, 2738, 2481, 2428, 167, 52]","[3031, 3425, 160, 3135, 2862, 2471, 45, 3600, 2418]",2
80.4,HierarchyAware,LenLog_1_1_10_10_2-5_4000.csv,0,2.5,10,25,15,1,1,10,6,10,60.0,0.5555555555555556,0.6,0.6,0.6,6.017730951309204,1.331803321838379,1.331803321838379,"[3610, 3427, 3144, 3041, 2864, 2738, 2481, 2428, 167, 52]","[3033, 3425, 3136, 2862, 3614, 2420]",1
80.5,HierarchyAware,LenLog_1_1_10_10_2-5_4000.csv,0,2.5,10,30,20,1,1,10,5,10,50.0,0.7866666666666667,0.5,0.5,0.5,8.447457313537598,1.331803321838379,1.331803321838379,"[3610, 3427, 3144, 3041, 2864, 2738, 2481, 2428, 167, 52]","[3035, 3425, 2862, 3608, 2432]",1
81.0,HierarchyAware,LenLog_1_1_10_20_5_4000.csv,0,5.0,20,5,-15,1,1,10,3,10,30.0,1.0,0.3,0.3,0.3,3.999566078186035,3.122333526611328,3.122333526611328,"[3243, 2742, 1977, 1358, 1316, 1248, 749, 594, 392, 42]","[392, 749, 594]",1
81.1,HierarchyAware,LenLog_1_1_10_20_5_4000.csv,0,5.0,20,10,-10,1,1,10,6,10,60.0,1.0,0.6,0.6,0.6,5.566411018371582,3.122333526611328,3.122333526611328,"[3243, 2742, 1977, 1358, 1316, 1248, 749, 594, 392, 42]","[1248, 1316, 392, 749, 1358, 594]",1
81.2,HierarchyAware,LenLog_1_1_10_20_5_4000.csv,0,5.0,20,15,-5,1,1,10,6,10,60.0,1.0,0.6,0.6,0.6,5.573671102523804,3.122333526611328,3.122333526611328,"[3243, 2742, 1977, 1358, 1316, 1248, 749, 594, 392, 42]","[1248, 1316, 392, 749, 1358, 594]",1
81.3,HierarchyAware,LenLog_1_1_10_20_5_4000.csv,0,5.0,20,20,0,1,1,10,7,10,70.0,0.8285714285714285,0.7,0.7,0.7,6.445428133010864,3.122333526611328,3.122333526611328,"[3243, 2742, 1977, 1358, 1316, 1248, 749, 594, 392, 42]","[1248, 1316, 389, 749, 1358, 594, 1986]",1
81.4,HierarchyAware,LenLog_1_1_10_20_5_4000.csv,0,5.0,20,25,5,1,1,10,9,20,90.0,0.7685185185185186,0.45,0.9,0.6,7.654285669326782,3.122333526611328,3.122333526611328,"[3243, 2742, 1977, 1358, 1316, 1248, 749, 594, 392, 42]","[1244, 1312, 387, 3243, 747, 1353, 594, 2740, 1974]",2
81.5,HierarchyAware,LenLog_1_1_10_20_5_4000.csv,0,5.0,20,30,10,1,1,10,9,20,90.0,0.45185185185185184,0.45,0.9,0.6,7.303349733352661,3.122333526611328,3.122333526611328,"[3243, 2742, 1977, 1358, 1316, 1248, 749, 594, 392, 42]","[1243, 1311, 398, 3233, 740, 1348, 584, 2733, 1967]",2
82.0,HierarchyAware,LenLog_1_1_20_10_5_4000.csv,0,5.0,10,5,-5,1,1,20,18,30,90.0,1.0,0.6,0.9,0.7200000000000001,2.8903543949127197,2.0384180545806885,2.0384180545806885,"[3911, 3753, 3659, 3475, 3133, 2650, 2636, 2544, 2323, 2095, 1893, 1882, 1460, 1016, 964, 824, 742, 351, 248, 38]","[3475, 2323, 38, 3753, 2095, 824, 964, 3911, 3659, 2636, 1016, 1882, 2650, 351, 1893, 742, 2544, 248]",3
82.1,HierarchyAware,LenLog_1_1_20_10_5_4000.csv,0,5.0,10,10,0,1,1,20,18,30,90.0,1.0,0.6,0.9,0.7200000000000001,3.7426440715789795,2.0384180545806885,2.0384180545806885,"[3911, 3753, 3659, 3475, 3133, 2650, 2636, 2544, 2323, 2095, 1893, 1882, 1460, 1016, 964, 824, 742, 351, 248, 38]","[3475, 2323, 38, 3753, 2095, 824, 964, 3911, 3659, 2636, 1016, 1882, 2650, 351, 1893, 742, 2544, 248]",3
82.2,HierarchyAware,LenLog_1_1_20_10_5_4000.csv,0,5.0,10,15,5,1,1,20,17,30,85.0,0.6134453781512604,0.5666666666666667,0.85,0.68,5.0751283168792725,2.0384180545806885,2.0384180545806885,"[3911, 3753, 3659, 3475, 3133, 2650, 2636, 2544, 2323, 2095, 1893, 1882, 1460, 1016, 964, 824, 742, 351, 248, 38]","[2322, 33, 3753, 2094, 1460, 819, 959, 3906, 3654, 2632, 1011, 2647, 348, 1893, 741, 2541, 248]",3
82.3,HierarchyAware,LenLog_1_1_20_10_5_4000.csv,0,5.0,10,20,10,1,1,20,15,20,75.0,0.5133333333333334,0.75,0.75,0.75,4.686131000518799,2.0384180545806885,2.0384180545806885,"[3911, 3753, 3659, 3475, 3133, 2650, 2636, 2544, 2323, 2095, 1893, 1882, 1460, 1016, 964, 824, 742, 351, 248, 38]","[2322, 37, 3753, 2094, 1450, 815, 3123, 964, 3911, 3669, 2626, 1006, 2649, 2535, 247]",2
82.4,HierarchyAware,LenLog_1_1_20_10_5_4000.csv,0,5.0,10,25,15,1,1,20,8,20,40.0,0.75,0.4,0.4,0.4000000000000001,5.318749904632568,2.0384180545806885,2.0384180545806885,"[3911, 3753, 3659, 3475, 3133, 2650, 2636, 2544, 2323, 2095, 1893, 1882, 1460, 1016, 964, 824, 742, 351, 248, 38]","[37, 3751, 962, 3909, 2648, 2648, 2542, 247]",2
82.5,HierarchyAware,LenLog_1_1_20_10_5_4000.csv,0,5.0,10,30,20,1,1,20,7,10,35.0,0.6190476190476192,0.7,0.35,0.4666666666666667,5.9291160106658936,2.0384180545806885,2.0384180545806885,"[3911, 3753, 3659, 3475, 3133, 2650, 2636, 2544, 2323, 2095, 1893, 1882, 1460, 1016, 964, 824, 742, 351, 248, 38]","[3471, 32, 1454, 2646, 2646, 2540, 242]",1
83.0,HierarchyAware,LenLog_1_1_20_20_10_4000.csv,0,10.0,20,5,-15,1,1,20,3,10,15.0,1.0,0.3,0.15,0.2,3.7127206325531006,2.9752142429351807,2.9752142429351807,"[3779, 3474, 3413, 3367, 3236, 3204, 2753, 2678, 2629, 2592, 2231, 2057, 1593, 1336, 1192, 1122, 586, 552, 336, 15]","[552, 586, 336]",1
83.1,HierarchyAware,LenLog_1_1_20_20_10_4000.csv,0,10.0,20,10,-10,1,1,20,7,10,35.0,1.0,0.7,0.35,0.4666666666666667,4.435899496078491,2.9752142429351807,2.9752142429351807,"[3779, 3474, 3413, 3367, 3236, 3204, 2753, 2678, 2629, 2592, 2231, 2057, 1593, 1336, 1192, 1122, 586, 552, 336, 15]","[1192, 552, 1336, 1593, 586, 336, 1122]",1
83.2,HierarchyAware,LenLog_1_1_20_20_10_4000.csv,0,10.0,20,15,-5,1,1,20,18,30,90.0,1.0,0.6,0.9,0.7200000000000001,5.629052639007568,2.9752142429351807,2.9752142429351807,"[3779, 3474, 3413, 3367, 3236, 3204, 2753, 2678, 2629, 2592, 2231, 2057, 1593, 1336, 1192, 1122, 586, 552, 336, 15]","[3204, 2057, 3474, 2592, 3236, 3367, 1192, 552, 2231, 1336, 1593, 2753, 2629, 586, 336, 3413, 1122, 2678]",3
83.3,HierarchyAware,LenLog_1_1_20_20_10_4000.csv,0,10.0,20,20,0,1,1,20,18,30,90.0,0.9555555555555555,0.6,0.9,0.7200000000000001,5.575019359588623,2.9752142429351807,2.9752142429351807,"[3779, 3474, 3413, 3367, 3236, 3204, 2753, 2678, 2629, 2592, 2231, 2057, 1593, 1336, 1192, 1122, 586, 552, 336, 15]","[3204, 2057, 3474, 2592, 3236, 3367, 1192, 552, 2231, 1336, 1593, 2753, 2629, 586, 328, 3413, 1122, 2678]",3
